,docId,sentenceId,sentences,all_passives,all_passives_count,binary,doc_id,file_name,date
40,40,1,"WHEREAS by an Act, entituled, An Act for the better ordering and governing of Negroes and all other Slaves in this Province, it is Enacted, That no Master, Mistress, Overseer, or other Person whatsoever, that hath the Care or Charge of any Negroe or Slave, shall give their Negroes or other Slaves leave on Sundays, Fastdays, Holydays, or any other Time, to go out of the Plantations, without a Letter to go out of the Plantations, without a Letter or Ticket, except such Negroe , or other Slave, as wear a Livery;",is Enacted,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
41,41,1,"and every Person, who shall see any Negroe , or Slave, out of his Master's Plantation, without a Ticket, or Leave in writing from his Master or Mistress, or some other person by his or her Appointment, or some white person on the Company of such Slave, to give an Account of his Business, except as aforesaid, are impower'd to correct such Slave by whipping, not exceeding Twenty Lashes.",,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
42,42,1,"And every Overseer of a Plantation, which shall not (when in his power) apprehend every strange Negro, or other Slave, which he shall find in his Master's or Mistress's Plantation, without Leave, as foresaid, except as before excepted, and after apprehended shall neglect to punish him, by whipping as aforesaid, shall forfeit Twenty Shillings, the one half to the Poor, to be paid to the Churchwardens of the Parish, where such Forfeiture shall become due, and the other half of him, that will inform for the same, within one Week after such Neglect.",be paid,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
43,43,1,"Provided always nevertheless, that every Master, Mistress, or Overseer, shall and may have Liberty to whip any strange Negro, or other Slave coming to his or her Plantation, with a Ticket, on Sundays, Fastdays, Holydays, or any other Times, unless it shall appear to them, that the Business or Errand of the said Slave was to the Master or Mistress of such Plantation, and not to visit, idle, loyter or play with the other Negroes , any thing before mentioned to the contrary thereof notwithstanding.",,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
44,44,1,"And that no Slave may make farther or other Use of any one Ticket, than was intended by him or her, that granted the same, every Ticket shall be dated, and particularly mention the Name of every Slave employed in the particular Business, and to what place they are sent, and what time they are to return.","intended by him or her, that granted the same, every Ticket shall be dated, and particularly mention the Name of every Slave employed in the particular Business,are sent",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
45,45,1,"And if any person shall presume to give any Negroe or Slave a Ticket in the Name of his Master or Mistress, without his or her Consent, such person so doing shall forfeit the Sum of Forty Shillings, one half to the said Poor, to be disposed of as foresaid, the other half to the person offending, within one Week after the Offence committed.",be disposed,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
46,46,1,"And if he have not sufficient to pay the said Forty Shillings, any Two Justices of the Peace shall have power to inflict any corporal punishment on the Offender, for the willing counterfeiting such Ticket, by ordering such Offender to receive twenty Lashes on the bare back.",,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
47,47,1,"And for the better Security of all such persons that shall endeavour to take any Runaway, or shall examine any Slave for his Ticket, passing to and from his Master's or Mistress's Plantation, it is hereby declared lawful for any white Person, to beat [ ] or assault, and if such Negroe or Slave cannot refuse to shew his Ticket, or by running away, or Resistance, shall avoid being apprehended or taken.","is hereby declared,being apprehended",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
48,48,1,"It is likewise further Enacted, that [ ] Owner or Head of any Family shall give a Ticket to go to CharlesTown, or from Plantation to Plantation on Sundays, excepting it it be for and about such particular Business, as cannot reasonably be delayed to another Time, under the Forfeiture of Twenty Shillings;","is likewise further Enacted,be delayed",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
49,49,1,"and in every Ticket, in that Case given, shall be mentioned the particular business that such Salve is sent about, otherwise such Slave shall be dealt with, as if he had no Ticket.","shall be mentioned,is sent,shall be dealt",3,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
50,50,1,"It is likewise further Enacted, That in case any Negro, or other Slave, shall harbour, conceal, entertain, and give Victuals to any Runaway Slave, knowing him or her to be such, That upon Complaint made thereof to any Justice of the Peace, such Negro or Slave by order of the Justice shall be severely whipped, not exceeding Forty Lashes.","is likewise further Enacted,shall be severely whipped",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
51,51,1,"And whereas several Owners of Slaves used to suffer their said Slaves to go wither they will, and work where they please, upon Condition, that the said Slaves do bring their aforesaid Masters so much Money, as between the said Master and Slave is agreed upon for every day, the said Slave shall be so permitted to employ himself;","is agreed,shall be so permitted",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
52,52,1,"which practice hath been observed to occasion such Slaves to spend their time in looking for opportunities to steal, in order to raise Money to pay their Masters, as well as to maintain, themselves and other Slaves their Companions in Drunkness and other evil Courses.",been observed,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
53,53,1,"For the prevention whereof it is Enacted, That no Owner, Master or Mistress of any Family shall suffer, or permit any Slave to go wither, and work where they please, under the penalty of the Forfeiture of Five Shillings Proclamation Money, for every Day he, she, or they shall willingly suffer any Slave to do as foresaid, And every person employing any Slave without a Ticket from the Owner of such Slave, shall forfeit Five Shillings Proclamation Money per Diem to the Informer, for all the Time he shall so employ such Slave .",is Enacted,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
54,54,1,"over and besides what he paid, or agreed to pay such Slave for his Work.",,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
55,55,1,"Provided nevertheless, that the said penalty of Five Shillings per Diem shall not extend to any person, where the property of such Slave is disputable.",,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
56,56,1,"P rovided also nevertheless, that nothing in this Act shall be construed, or intended to hinder any person from letting their Negroes or Slaves to ire by the Year, or for any lesser time, or by the Day, so as such Negro or Slave is under the Care or Direction of his Master, or some other person by his order entrusted with the Slave, and that the Master is to receive the whole of what the Slave shall earn, and that the person employing such Slave, have a Certificate, Note or Memorandum thereof in writing, from the Owner, Attorney, or Overseer of such Slave.",shall be construed,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
57,57,1,"It is likewise further Enacted, that every Justice of the Peace, in the County where he lives, who shall know or be informed of any Slaves keeping any Horse or Horses, or any neat Cattle, shall cause the same to be taken away and sold, and the Monies thereby arising to be given to the Churchwardens for the Use of the poor of the Parish.","is likewise further Enacted,be informed,be taken,be given",4,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
58,58,1,"And if any Master or Mistress of any Slave, or any white person shall take upon him to vouch any Horse or Neat Beast so taken away to belong to him or them, the proof shall lie upon such Master, Mistress, or other white person;",,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
59,59,1,"and they shall make oath before the Magistrate who caused the said Horse or Cattle to be taken away, that such Horse or Neat Beast did bona fide, at the time of it's being taken away by the Magistrate, belong to him the Claimer, and not to any Negroe or other Slave whatsoever.","be taken,'s being taken",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
60,60,1,"And the Master, Mistress, or any other person, laying claim to any Horse or Neat Beast so seized, shall be served with an Order of such Justice, to shew cause why such Horse, or Neat Beast should not be sold at a Day, time and place affixed by the said Justice;","shall be served,be sold",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
61,61,1,"and not appearing, or appearing and not giving sufficient cause to the said Justice, the said Justice of the Peace, shall proceed to make Sale, or order the same to be sold;",be sold,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
62,62,1,and such Sale shall be binding against all persons whatsoever.,,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
63,63,1,"And it shall be lawful for any person to seize Hoggs, kept by Slaves, and all Boats and Canoes belonging to any Slaves, and shall give Notice to the next Justice, who shall proceed to sell the same in manner aforesaid.","kept by Slaves, and all Boats and Canoes belonging to any Slaves, and shall give Notice to the next Justice, who shall proceed to sell the same in manner aforesaid",1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
64,64,1,"And it is also further enacted, that every Person who shall send any Slaves in Periaguas, Canoes or Boats shall give them a Ticket for that purpose.",is also further enacted,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
65,65,1,Not a Sentence,,0,0,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
66,66,1,"The foregoing Extract of the NegroLaw is here published, that no one may for the future plead Ignorance.",is here published,1,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
67,67,1,"The several Constable sin and about CharlesTown will have Warrants given to them, empowering them to take up all Negroes , which shall be found without proper Tickets: And all Masters, Mistresses, or others, offending in any of the foregoing Particulars, will be prosecuted as the Law directs.","shall be found,will be prosecuted",2,1,3,CorpusOne_text_files/text_1734_05_04_row_3.txt,1734_05_04
68,68,1,"Letters from Jamaica of the th of March bring an Account, That the Assembled of that Island had voted s.",,0,0,4,CorpusOne_text_files/text_1734_05_04_row_4.txt,1734_05_04
69,69,1,"per Head on all the Negroes on each Plantation, d.",,0,0,4,CorpusOne_text_files/text_1734_05_04_row_4.txt,1734_05_04
70,70,1,"per Head on Catttle, s.",,0,0,4,CorpusOne_text_files/text_1734_05_04_row_4.txt,1734_05_04
71,71,1,"per Pound on House Rents, and l.",,0,0,4,CorpusOne_text_files/text_1734_05_04_row_4.txt,1734_05_04
72,72,1,"on the Merchants of Kingston, in order to the more effectual reducing their Rebel Negroes, which increase daily  The Governor called a Grand Council of War, in order to make Martial Law,  Field Officers appeared but a great Majority was against it.",,0,0,4,CorpusOne_text_files/text_1734_05_04_row_4.txt,1734_05_04
73,73,1,"The Number of Negroes on this Island are computed to be about Eighty Thousand, and the Whites not Nine Thousand, which strikes them all with a general Consternation and are afraid they are not of themselves able to subdue them without immediate Help from England.",are computed,1,1,4,CorpusOne_text_files/text_1734_05_04_row_4.txt,1734_05_04
74,74,1,"Extract of a Letter from Antigua, dated Jan. , .",,0,0,5,CorpusOne_text_files/text_1734_05_11_row_5.txt,1734_05_11
75,75,1,"There is a Blast upon the canes, which never was known in this Island before, which destroys them wholly wherever it come and many hundreds of Acres are wholly lost.","was known,are wholly lost",2,1,5,CorpusOne_text_files/text_1734_05_11_row_5.txt,1734_05_11
76,76,1,It's very sickly in this Island;,,0,0,5,CorpusOne_text_files/text_1734_05_11_row_5.txt,1734_05_11
77,77,1,"they die with a fever in two Days time, and many of an unusual  Throat in three Hours.",,0,0,5,CorpusOne_text_files/text_1734_05_11_row_5.txt,1734_05_11
78,78,1,"But it seems, at Home they are resolved to defend the WestIndies, for  hours since a Letter from London informs, that nine Men of War a Regiment of Soldiers, and  Cannon are preparing for the WestIndies.",are resolved,1,1,5,CorpusOne_text_files/text_1734_05_11_row_5.txt,1734_05_11
79,79,1,"Sixteen Days before my Arrival at Antigua, the Negroes on the Island of St. John's arose, and cut off the Whites, kill'd as Men, and a Remnant fled into the Wilderness.",,0,0,5,CorpusOne_text_files/text_1734_05_11_row_5.txt,1734_05_11
80,80,1,"The station'd Ship of  sailed from Antiguafive Days after this fact, for these Relief, but to Day we had of the Negroes at Kit's, that the Week before last they attempted the same in that Island, by setting Six Houses on Fire, but were prevented of that Design, by a Negro that had a Regard for his Master, disclosing the Plot.",were prevented,1,1,5,CorpusOne_text_files/text_1734_05_11_row_5.txt,1734_05_11
81,81,1,"By Capt. Pico, who arrived here on Friday last in Twenty one Days from St. Thomas's, we are advis'd, That when he was there (about the latter end of July last) there came in a French Sloop belonging to Martineco, one Myet Master, with Thirty five Men and eight Guns, who had been upon a Trading Voyage on the Coast of Porto Rico, of which the Spaniards having Information, they fitted out a Sloop with about Sixty Men and ten Guns, with strict Orders, if the Frenchmen offered to fire a Gun, to give him on quarters;",,0,0,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
82,82,1,"as soon as the Spaniard came up with the Frenchmen, he fired upon him, which complement was soon answered, which presently drew on broadside and broadside, but the Spaniard fired so high that he never touch'd the Frenchmen, whereas he, on the contrary, hull'd the Spaniards several Times, and kill'd and wounded him Eight or Ten Men, upon which finding himself overmatch'd (and being very near the Shoar, and in a Calm) he put some Powder and Shot into a Canoe, with a design to go on Shoar to a small Fort where was mounted Four Guns (whither also was a great Number of Spaniards drawn together to behold the Engagement) and from thence to fire upon him, which the Frenchmen observing he let sly upon the Canoe and put them all a Swiming;","was soon answered,was mounted",2,1,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
83,83,1,"after that the Frenchmen boarded the Spanish Sloop and plundered her, and setting her on Fire, disappointed the poor Spaniards of their expected plunder.",,0,0,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
84,84,1,"The French Sloop came into the Harbour of Thomas' s with the Spanish Colours flying under his own, and gave an Account of the Affair as is above related.",,0,0,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
85,85,1,"Capt. Pico also informs, That after several fruitless attempts to suppress the rebel Negroes at St, John's near that place, (of whose insurrection & murthering the Inhabitants, we formerly mentioned) the Company's Merchant went up to Martineco, to procure some Frenchmen and Indians, who were acquainted with the method of Hunting in the Woods for that purpose, who accordingly came down with two Sloops, each having about one Hundred Men on board, well equip'd for Business upon whose landing;",were acquainted,1,1,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
86,86,1,"the Negroes engages them, but after they had lost five or six of their Men they fled, and afterwards as the Frenchmen were marching in pursuit of them, they found several of them, to the Number of Forty or Fifty, lying dead, whom they supposed to have kill'd themselves to prevent being taken and tortured as they might expect;",being taken,1,1,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
87,87,1,"but notwithstanding the industrious Searches of the French, about Fifteen of them kept themselves concealed;",,0,0,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
88,88,1,"who, upon the Sloops going away, returned to their Masters Plantations, and to their usual Labour, upon which their Masters agreed to seize them at a certain Hour (left there should be a discovery, and so some of them escape,) which accordingly they did, and sent them to the Fort at St. Thomas's, where they soon had their Tryal, and were condemned to die in several Forms of Torture, (according to the Custom of those Governments,) which was to put in Execution the very Day he left the Island;",were condemned,1,1,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
89,89,1,but two of them to prevent it had put an End to their Lives the night before the intended Execution.,,0,0,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
90,90,1,"It is observable, that one of the Rebels was so hardy, that he would not go in with the rest, but was resolved to kill some body before he was taken, upon which a Company went out and shot him, so an End was put to the melancholy Scene, thad had occasioned so much Trouble and Expence to the poor Planters there.","was resolved,was taken,was put",3,1,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
91,91,1,"The Captain also informs us, That it is very sickly at St. Thomas's.",,0,0,6,CorpusOne_text_files/text_1734_12_21_row_6.txt,1734_12_21
92,92,1,"Boston, Jan. .",,0,0,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
93,93,1,"Yesterday arrived Capt. Cellins in a Sloop from Jamaica,  Days passage, by whom we have Advice, That about  Soldiers were arrived at Port Antonio in that Island from Gibraltar, being sent to join the Militia there, in order to pursue and suppress the Negroes who continue in Rebellion, which 'twas hop'd would soon be effected.","were arrived,being sent,be effected",3,1,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
94,94,1,Not a Sentence,,0,0,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
95,94,2,"That a few days before they sailed, a Man who was a good Liver in that Island, was waylaid and kill'd by the Negroes about  Miles off of Kingston, having been shot at by them, they lodged  or  Bullets into his Body.",having been shot,1,1,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
96,95,1," In the very cold Weather we had last Week, several of Capt.",,0,0,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
97,95,2,Cellin's Men had the Joints of their Fingers and Toes frozen.,,0,0,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
98,96,1,"Capt. Underwood of this Town, who was taken by the Spaniards in the Bay of Honduras about  months ago, having with much Difficulty got his Liberty, is come Passenger in this Sloop, and confirms the above News of","was taken,is come",2,1,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
99,96,2,"Capt. Dursey's taking the Spanish Privateer, &c.",,0,0,7,CorpusOne_text_files/text_1735_03_01_row_7.txt,1735_03_01
100,97,1,"By Capt. Bardine, who arrived here on the th Instant, from the North side of Jamaica , we are informed, that a body of Men Whites and Blacks belonging to the Parishes of St. Ann's and St. James's, in two Days March from the Queen of Spains Valley (so called) came up with a Party of the rebellious Negroes in the CockPitts, killed , wounded  and took  Prisoners.",are informed,1,1,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
101,98,1,The English Negroes behaved bravely in order to suppress the Rebels .,,0,0,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
102,99,1,"NewYork, Aug. .",,0,0,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
103,100,1,On the th Instant arrived here a Brigt.,,0,0,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
104,101,1,"in  Days from Jamaica, the Master whereof says, the Day before he sailed, it was reported, the Parties, which were out after the rebellious Negroes , had killed and taken about  of them, and had taken about  Fire Arms.",was reported,1,1,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
105,102,1,"That the Government were about making Roads clear through the Island, for the better suppressing these Negroes , and are for continuing Marshal Law.",,0,0,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
106,103,1,"That the Governor was not then arrived, but daily expected.",was not then arrived,1,1,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
107,104,1,"That Commodore Dent was arrived there from England, and some other Men of War;",was arrived,1,1,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
108,105,1,That  or  Men were still out after the rebellious Negroes .,,0,0,8,CorpusOne_text_files/text_1735_09_20_row_8.txt,1735_09_20
109,106,1,"Boston, June .",,0,0,9,CorpusOne_text_files/text_1735_09_20_row_9.txt,1735_09_20
