,docId,sentenceId,sentences,all_passives,all_passives_count,binary,doc_id,file_name,date
28,29,1,"and they blamed themselves for not putting their intended Design in Execution sooner: One of these was taken down, on his Promise of making great Discoveries, after he had endured his Torments to the Seventh Day;",was taken,1,1,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
29,30,1,"but when he was nurs'd up, was as stubborn as ever;",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
30,31,1,and for that Reason suffered a second Time.,,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
31,32,1,"Among those that were burnt, there was one Grey with Age, that had but one Leg.",were burnt,1,1,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
32,33,1,"The Number of those yet to be tried, may be partly conjuctur'd;",be tried,1,1,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
33,34,1,"for there were Forty add confin'd on Board of Capt. Sulliff's Vessel, for want of Prison room.",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
34,35,1,"One of those miserable Creatures, during his Confinement, by some Means or other got a Knife;",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
35,36,1,"but being handeuff'd and pion'd so as not able to come at his Throat, stbb'd himself in  or  Places;",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
36,37,1,"but the Pain of his Wounds caus'd him to make some unusual Noise, whereby he was discover'd.",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
37,38,1,and immediately brought to the Wheel and broke.,,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
38,39,1,"On the Day of Capt. Davis's Departure, Two Free Negroes were brought to their Trial, whose Estates are suppos'd to be worth l.",were brought,1,1,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
39,40,1,each.,,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
40,41,1,The People are much harrass'd with Watching;,,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
41,42,1,"for it comes to every White Man's Turn to be on his Guard, and exercise his Arms.",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
42,43,1,once in  Days.,,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
43,44,1,"By the Report of the Gentlemen appointed by the Governor and Council of Antigua, to examine into the Affair of the said Conspiracy, it appears, That after the Execution of  of the chief Conspirators, frequent Saturday Nights Meetings of great Numbers if Conspirators, had been for a great while held at several Places;",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
44,45,1,"and that by drinking a Health in Rum, or some other Liquors, mixt with Grave Dirt, and sometimes Cocksblood infused, an Oath of Secrecy and Fidelity had been taken by many Hundred Slaves, whereof the Words were various;",had been taken,1,1,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
45,46,1,"but the Tenor was to stand by and be true to each other, and to kill the Whites, Man, Woman, and Child;",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
46,47,1,"to assist in the Execution of this when called upon by the Chiefs, and to suer Death, rather than discover.",,0,0,2,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_20_row_2.txt,1737_05_20
47,48,1,We are in a great deal of Trouble in this Island;,,0,0,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
48,49,1,"the Burning of the Negroes , hanging them on Gibbets alive, Racking them upon the Wheel, &c.",,0,0,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
49,50,1,"takes up almost all our Time, that from the th of October to this Day, there have been destroyed Sixty fine sensible Negroe Men, most of them Tradesmen, as Carpenters, Masons, and Coopers.",have been destroyed,1,1,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
50,51,1,"I am almost dead with watching and warding, as are many more.",,0,0,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
51,52,1,They were going to destroy all the white Inhabitants on the Island.,,0,0,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
52,53,1,"—Court, the King of the Negros , who was to head the Insurrection , Tomboy, their General, and Hercules their LieutenantGeneral, were all rack'd upon the Wheel, and died with amazing Obstinacy.—Mr.",,0,0,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
53,53,2,"Archibald Hamilton's Harry, after he was condemn'd, stuck himself with a Knife in Eighteen Places, Four whereof were mortal, which kill'd him.—Col.",,0,0,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
54,53,3,"Martin's Jemmy, who was hung up alive from Noon to Eleven at Night, was then taken down to give Information.—","was hung,was then taken",2,1,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
55,53,4,"Col. Morgan's Ned, who after he had been hung up Seven Days and Seven Nights, that his Hands grew too small for his HandCuffs, he got them out and raised himself up, and fell down from a Gibbet  Feet high without any Harm;",had been hung,1,1,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
56,54,1,"he was revived by Cordials and Broth, in hopes to bring him to at Confession;",was revived,1,1,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
57,55,1,"but he would not confess, and was hung up again, and in a Day and Night after expir'd.—",was hung,1,1,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
58,55,2,"Mr. Yeoman's Quasby Coomach, jump'd out of the Fire half burnt, but was thrown in again.—And Mr. Lyon's Tim jump'd out of the Fire, and promis'd to declare all, but it took no Effect.—In short our Island is in such a miserable Condition, that I wish I could get any Sort of Employment in England.""","half burnt,was thrown",2,1,3,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1737_05_27_row_3.txt,1737_05_27
59,56,1,"Boston, Aug .",,0,0,4,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1739_09_14_row_4.txt,1739_09_14
60,57,1,"We hear from Jamaica, that the Negroes who had submitted to the Government, had been out and brought in the rest of the rebellious Negroes (upwards of ) upon the some Terms that they have submitted.",,0,0,4,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1739_09_14_row_4.txt,1739_09_14
61,58,1,"BOSTON, November .",,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
62,59,1,"Extract of a Letter from on board the Squirrel Man of War, at Charles Town, to a Gentleman in Boston.",,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
63,60,1,"I Let you know, that we have had the Fortune of taking about  Weeks ago, off St. Augustine, a Spanish Vessel, the Crew consisting of  Men;",,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
64,61,1,"her Cargo was Flour, Butter, &c.",,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
65,62,1,"which they had bought of Capt. Kip, of NewYork, who is there at Present, but dares not venture out, for fear of being made a Prize.",being made,1,1,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
66,63,1,Our Prize had also on board  Ounces of Silver: Our Captain has used the Spanish Crew with the utmost Humanity.,,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
67,64,1,We arriv'd here about Week ago with the Prize;,,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
68,65,1,"& shall sail again on another Cruise in about  Days, with Two or Three Men of War.",,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
69,66,1,"We have News, that General Oglethorpe is going with a great Army both of Soldiers and Indians, to take St. Augustine: This Day our Captain had a Letter from him, which was sent with all possible Haste;",was sent,1,1,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
70,67,1,which I suppose is for us to dispatch for that Place.,,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
71,68,1,"The rebellions Negroes are quite stopt from doing any further Mischief, many of them having been put to the most cruel Death, as Examples to others.",having been put,1,1,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
72,69,1,The yellow Fever is abated;,is abated,1,1,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
73,70,1,but has been very mortal.,,0,0,5,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1740_01_18_row_5.txt,1740_01_18
74,71,1,"NEWYORK, August .",,0,0,6,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1752_09_29_row_6.txt,1752_09_29
75,72,1,"By Capt. Tudor, who arriv'd here last Week from Anguilla, we have Advice, that the French Guarda Costa's were cruising very thick about Guardaloup and Granterre, and on Pretence of preventing any Assistance to a Gang of rebellious Negroes, attack all the English Vessels they meet: —That one Capt. Bass, being chased by two of them, sought his Way through, and got off with his Mast wounded, and the Wyth of his Toppinglist shot away:—And that Capt. Symmons, in a Schooner belonging to St. Eustatia was drove ashore by one of them, a Sloop of ten Guns, when the Men escap'd, but the Schooner was got off again, and carried away by the Enemy.","being chased,was drove,was got",3,1,6,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1752_09_29_row_6.txt,1752_09_29
76,73,1,"By Captain Mason, from South Carolina, we have advice that the inhabitants there have been greatly alarmed with the report of an intended insurrection of the Negroes to massacre the white people throughout that province, which was to have been put in execution on Christmas Eve, and during the Holidays, but was happily discovered by a Negro woman;","have been put,was happily discovered",2,1,7,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1766_03_07_row_7.txt,1766_03_07
77,74,1,"that after the discovery the inhabitants were under arms day and night, during the Holidays, and the strictest search made to find out the ringleaders;",,0,0,7,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1766_03_07_row_7.txt,1766_03_07
78,75,1,"that circumstances appeared very strong against them, many fire arms being found concealed;",being found,1,1,7,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1766_03_07_row_7.txt,1766_03_07
79,76,1,"and at several plantations in the country, the house arms were found to have their touchholes plugged up;",were found,1,1,7,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1766_03_07_row_7.txt,1766_03_07
80,77,1,"that four or five of the ringleaders were in custody, and others daily bringing in, but their trails had not come on when he sailed,",,0,0,7,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1766_03_07_row_7.txt,1766_03_07
81,78,1,"Private letters from Holland mention that despatches of importance had been received from the Sieur John Rodier, Governour of Curacoa, from which uneasy apprehensions were formed concerning the safety of the Dutch colony of Surinam, at present threatened with the encroachments of the French, and a fresh revolt of the rebellious Negroes.","had been received,were formed",2,1,8,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1766_03_28_row_8.txt,1766_03_28
82,79,1,"By Captain Dyer, of the Anna Teresa packet, who arrived here on Sunday evening last, we have advice that on the th of December last a brig, bound to Barbados, from Newfoundland, run ashore on Need Point, off Bridgetown, and was entirely lost.",was entirely lost,1,1,9,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1767_03_19_row_9.txt,1767_03_19
83,80,1,"The Captain further informs us that an insurrection of the Negroes has happened at the island of Grenada, where a body of them, to the number of six or seven hundred, who had chiefly deserted from the French inhabitants, had taken possession of some inaccessible mountains, from whence they made frequent sallies, and committed terrible devastations upon their master, many of whom they had killed.",,0,0,9,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1767_03_19_row_9.txt,1767_03_19
84,81,1,"When Captain Dyer came away General Melvil had sent a party of  men, with one cohorn, to endeavour to suppress them, but with what success Captain Dyer had not time to learn.",,0,0,9,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1767_03_19_row_9.txt,1767_03_19
85,82,1,"By Captain Richardson, who arrived here yesterday, in  days from the Grenades, we hear that the rebellious Negroes who had fled to the mountains in that island were entirely suppressed, the ringleaders punished, and the others properly disposed of.",were entirely suppressed,1,1,10,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1767_04_16_row_10.txt,1767_04_16
86,83,1,"He informs us of a very remarkable trial in that place, wherein a French Gentleman and his son had been tried for the death of a cooper, supposed to be murdered on board a vessel, but that they ware both acquitted.","had been tried,be murdered",2,1,10,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1767_04_16_row_10.txt,1767_04_16
87,84,1,"The cooper had, it is said, discovered some smuggling of the Frenchmen, by which, as it was imagined, he lost his life.","is said,was imagined",2,1,10,C:/Users/chloe/OneDrive - UCB-O365/Masters Thesis 2024/Computational Text Mining/PassivePy/Corpus_Two/CorpusTwo_text_files/text_1767_04_16_row_10.txt,1767_04_16
